Date,Forecast Units,Bottom Up Forecast Baseline Units,Actual ExF Sales Units,Actual Scan Sales (Shifted) Units,Scan Forecast (Shifted) Units,Actual Scan Sales Baseline (Shifted) Units,PPP / EA,RRP / EA,,Start Date,End Date,Type,Incremental Units
20/5/17,3204.475365,3204.475365,4032,3334.001916,3204.475365,3334.001916,4.267771319,4.270039317,,,,,
27/5/17,3101.796286,3101.796286,2496,3339.00588,3101.796286,3339.00588,4.197771303,4.267771319,,,,,
3/6/17,3079.353008,3079.353008,5184,3366.995898,3079.353008,3366.995898,4.211222158,4.211222158,,,,,
10/6/17,2935.562504,2935.562504,3072,3356.003868,2935.562504,3356.003868,4.238994239,4.238994239,,,,,
17/6/17,2876.822567,2876.822567,5760,3467.999892,2876.822567,3467.999892,4.20478312,4.238994239,,,,,
24/6/17,3053.668676,3053.668676,1728,3082.997904,3053.668676,3082.997904,4.208617086,4.208617086,,,,,
1/7/17,2927.143758,2927.143758,2304,3625.997886,2927.143758,3625.997886,4.275583651,4.275583651,,,,,
8/7/17,3127.347802,3127.347802,2496,3674.003886,3127.347802,3674.003886,4.248343137,4.275583651,,,,,
15/7/17,3268.794164,3268.794164,5568,3845.003904,3268.794164,3845.003904,4.082223458,4.248343137,,,,,
22/7/17,3310.682387,3310.682387,6528,3611.003886,3310.682387,3611.003886,4.178963299,4.178963299,,,,,
29/7/17,5865.31099,3285.428548,4788,3361.001868,3285.428548,3361.001868,4.208278212,4.208278212,,,,,
5/8/17,5938.851263,3358.968822,6912,7325.99385,8049.66417,3456.989844,2.99583597,4.208278212,,,,,
12/8/17,2814.436524,3283.506059,1728,3543.99591,3283.506059,3543.99591,4.148512033,4.176499915,,,,,
19/8/17,3297.614912,3297.614912,3456,3072.99594,3297.614912,3072.99594,4.272535738,4.272535738,,,,,
26/8/17,4340.859642,3311.413415,3456,3308.003916,3311.413415,3308.003916,4.220775325,4.272535738,,,,,
2/9/17,6023.035292,3449.419724,8640,7152.99585,6023.035292,3235.823934,2.993201861,4.220775325,,,,,
9/9/17,5549.772795,3490.88034,4032,6276.995844,6064.495908,3235.823934,2.998133587,4.205582656,,,,,
16/9/17,2683.687427,3198.410541,4224,3139.007886,3198.410541,3139.007886,4.172680839,4.205582656,,,,,
23/9/17,3019.286882,3019.286882,1728,3038.00385,3019.286882,3038.00385,4.211683038,4.211683038,,,,,
30/9/17,2917.555645,2917.555645,3456,3313.001916,2917.555645,3313.001916,4.206851314,4.211683038,,,,,
7/10/17,3298.834891,2589.887661,2496,3266.993898,2589.887661,3266.993898,4.234699336,4.234699336,,,,,
14/10/17,5049.883009,3277.514935,5184,5246.003868,5049.883009,3100.331892,3.49965777,4.234699336,,,,,
21/10/17,4623.949488,3206.055029,5952,4828.001892,4978.423103,3047.663892,3.492933876,4.210604222,,,,,
28/10/17,2903.356611,3257.830226,1728,2859.995922,3257.830226,2859.995922,4.130819588,4.210604222,,,,,
4/11/17,3204.899765,3204.899765,5184,2987.999868,3204.899765,2987.999868,4.216826392,4.216826392,,,,,
11/11/17,3182.458876,3182.458876,0,2819.993904,3182.458876,2819.993904,4.25221576,4.25221576,,,,,
18/11/17,3172.478828,3172.478828,4224,2903.00388,3172.478828,2903.00388,4.255888966,4.255888966,,,,,
25/11/17,3133.946362,3133.946362,4224,2900.003862,3133.946362,2900.003862,4.249698271,4.255888966,,,,,
2/12/17,3099.450936,3099.450936,1728,2642.999856,3099.450936,2642.999856,4.256868559,4.256868559,,,,,
9/12/17,3120.490388,3120.490388,3456,2669.003904,3120.490388,2669.003904,4.190354615,4.256868559,,,,,
16/12/17,2974.034582,2974.034582,3264,2032.001874,2974.034582,2032.001874,4.183414875,4.190354615,,,,,
23/12/17,1883.205341,1883.205341,0,2498.999916,1883.205341,2498.999916,4.213664393,4.213664393,,,,,
30/12/17,2172.805839,2172.805839,3456,3643.991946,2172.805839,3643.991946,4.266374279,4.266374279,,,,,
6/1/18,3126.085185,3126.085185,2496,3306.995916,3126.085185,3306.995916,4.242769094,4.266374279,,,,,
13/1/18,3185.427793,3185.427793,4224,3534.995898,3185.427793,3534.995898,4.25221576,4.25221576,,,,,
20/1/18,3185.952255,3185.952255,2112,3448.997874,3185.952255,3400.499886,4.226245122,4.25221576,,,,,
27/1/18,2694.523657,2694.523657,5568,3799.001892,2694.523657,3563.831838,4.219111328,4.251664252,,,,,
3/2/18,3330,3330,768,3249.005886,3330,3239.00388,4.216049227,4.251664252,,,,,
10/2/18,3330,3330,7680,3222.995832,3330,3222.995832,4.262718198,4.262718198,,,,,
17/2/18,3330,3330,0,3110.999892,3330,3110.999892,4.260000093,4.262718198,,,,,
24/2/18,3330,3330,5184,3411.00585,3330,3397.007838,4.180788469,4.260000093,,,,,
3/3/18,3330,3330,2496,3107.999832,3330,3107.999832,4.247283363,4.247283363,,,,,
10/3/18,3330,3330,6912,2960.999832,3330,2960.999832,4.238340905,4.247283363,,,,,
